Moyen;16.12.2014 00:00;18.09.2015 00:00;5;2.3;2
Grand;14.01.2013 00:00;14.01.2013 00:00;5;3.3;2
Grand;14.12.2012 00:00;14.12.2012 00:00;4;2.9;1
Grand;15.01.2013 00:00;15.01.2013 00:00;5;3.3;2
Moyen;12.11.2017 00:00;12.11.2017 00:00;5;2.1;1
Grand;18.12.2018 00:00;18.12.2018 00:00;4;3;2
Petit;05.11.2017 00:00;05.11.2017 00:00;3.1;2.1;1
Moyen;01.01.2015 00:00;13.03.2020 00:00;6;2;4
Moyen;01.01.2015 00:00;13.03.2020 00:00;6;2;4
Moyen;01.01.2015 00:00;13.03.2020 00:00;6;2;4
Moyen;01.01.2015 00:00;13.03.2020 00:00;6;3;4
Moyen;01.01.2018 00:00;13.03.2020 00:00;6;3;4
Moyen;01.01.2018 00:00;13.03.2020 00:00;6;2;4
Moyen;01.01.2015 00:00;13.03.2020 00:00;6;2;4
Moyen;01.01.2015 00:00;13.03.2020 00:00;5;2;4
Moyen;01.01.2015 00:00;13.03.2020 00:00;6;2;4
Moyen;01.01.2015 00:00;13.03.2020 00:00;6;2;4
Moyen;01.01.2015 00:00;13.03.2020 00:00;6;2;4
Moyen;01.01.2018 00:00;13.03.2020 00:00;7;3;4
Moyen;01.01.2015 00:00;13.03.2020 00:00;6;2;4
Moyen;01.01.2018 00:00;13.03.2020 00:00;7;3;4
Moyen;01.01.2018 00:00;13.03.2020 00:00;6;3;4
Moyen;01.01.2018 00:00;13.03.2020 00:00;7;2;4
Moyen;01.01.2018 00:00;13.03.2020 00:00;7;2;4
Moyen;14.11.2017 00:00;14.11.2017 00:00;5.6;2.2;1
Moyen;01.01.2018 00:00;13.03.2020 00:00;6;2;4
Grand;15.12.2014 00:00;18.09.2015 00:00;6;2.8;2
Grand;26.01.2020 00:00;26.01.2020 00:00;5;2.5;1
